0,1,2,3,4,5,6,7,8,9,10,11
hV,A,Je,hJe,P,hP,,,,,,
hV,A,Je,S,hS,C,,,,,,
hV,A,Je,S,hS,hC,,,,,,
hV,A,Je,S,hS,P,,,,,,
hV,A,Je,S,hS,hP,,,,,,
hV,A,Je,S,C,hC,,,,,,
hV,A,Je,S,C,P,,,,,,
hV,A,Je,S,C,hP,,,,,,
hV,A,Je,S,hC,P,,,,,,
hV,A,Je,S,hC,hP,,,,,,
hV,A,Je,S,P,hP,,,,,,
hV,A,Je,hS,C,hC,,,,,,
hV,A,Je,hS,C,P,,,,,,
hV,A,Je,hS,C,hP,,,,,,
hV,A,Je,hS,hC,P,,,,,,
hV,A,Je,hS,hC,hP,,,,,,
hV,A,Je,hS,P,hP,,,,,,
hV,A,Je,C,hC,P,,,,,,
hV,A,Je,C,hC,hP,,,,,,
hV,A,Je,C,P,hP,,,,,,
hV,A,Je,hC,P,hP,,,,,,
hV,A,hJe,S,hS,C,,,,,,
hV,A,hJe,S,hS,hC,,,,,,
hV,A,hJe,S,hS,P,,,,,,
hV,A,hJe,S,hS,hP,,,,,,
hV,A,hJe,S,C,hC,,,,,,
hV,A,hJe,S,C,P,,,,,,
hV,A,hJe,S,C,hP,,,,,,
hV,A,hJe,S,hC,P,,,,,,
hV,A,hJe,S,hC,hP,,,,,,
hV,A,hJe,S,P,hP,,,,,,
hV,A,hJe,hS,C,hC,,,,,,
hV,A,hJe,hS,C,P,,,,,,
hV,A,hJe,hS,C,hP,,,,,,
hV,A,hJe,hS,hC,P,,,,,,
hV,A,hJe,hS,hC,hP,,,,,,
hV,A,hJe,hS,P,hP,,,,,,
hV,A,hJe,C,hC,P,,,,,,
hV,A,hJe,C,hC,hP,,,,,,
hV,A,hJe,C,P,hP,,,,,,
hV,A,hJe,hC,P,hP,,,,,,
hV,A,S,hS,C,hC,,,,,,
hV,A,S,hS,C,P,,,,,,
hV,A,S,hS,C,hP,,,,,,
hV,A,S,hS,hC,P,,,,,,
hV,A,S,hS,hC,hP,,,,,,
hV,A,S,hS,P,hP,,,,,,
hV,A,S,C,hC,P,,,,,,
hV,A,S,C,hC,hP,,,,,,
hV,A,S,C,P,hP,,,,,,
hV,A,S,hC,P,hP,,,,,,
hV,A,hS,C,hC,P,,,,,,
hV,A,hS,C,hC,hP,,,,,,
hV,A,hS,C,P,hP,,,,,,
hV,A,hS,hC,P,hP,,,,,,
hV,A,C,hC,P,hP,,,,,,
hV,hA,Je,hJe,S,hS,,,,,,
hV,hA,Je,hJe,S,C,,,,,,
hV,hA,Je,hJe,S,hC,,,,,,
hV,hA,Je,hJe,S,P,,,,,,
hV,hA,Je,hJe,S,hP,,,,,,
hV,hA,Je,hJe,hS,C,,,,,,
hV,hA,Je,hJe,hS,hC,,,,,,
hV,hA,Je,hJe,hS,P,,,,,,
hV,hA,Je,hJe,hS,hP,,,,,,
hV,hA,Je,hJe,C,hC,,,,,,
hV,hA,Je,hJe,C,P,,,,,,
hV,hA,Je,hJe,C,hP,,,,,,
hV,hA,Je,hJe,hC,P,,,,,,
hV,hA,Je,hJe,hC,hP,,,,,,
hV,hA,Je,hJe,P,hP,,,,,,
hV,hA,Je,S,hS,C,,,,,,
hV,hA,Je,S,hS,hC,,,,,,
hV,hA,Je,S,hS,P,,,,,,
hV,hA,Je,S,hS,hP,,,,,,
hV,hA,Je,S,C,hC,,,,,,
hV,hA,Je,S,C,P,,,,,,
hV,hA,Je,S,C,hP,,,,,,
hV,hA,Je,S,hC,P,,,,,,
hV,hA,Je,S,hC,hP,,,,,,
hV,hA,Je,S,P,hP,,,,,,
hV,hA,Je,hS,C,hC,,,,,,
hV,hA,Je,hS,C,P,,,,,,
hV,hA,Je,hS,C,hP,,,,,,
hV,hA,Je,hS,hC,P,,,,,,
hV,hA,Je,hS,hC,hP,,,,,,
hV,hA,Je,hS,P,hP,,,,,,
hV,hA,Je,C,hC,P,,,,,,
hV,hA,Je,C,hC,hP,,,,,,
hV,hA,Je,C,P,hP,,,,,,
hV,hA,Je,hC,P,hP,,,,,,
hV,hA,hJe,S,hS,C,,,,,,
hV,hA,hJe,S,hS,hC,,,,,,
hV,hA,hJe,S,hS,P,,,,,,
hV,hA,hJe,S,hS,hP,,,,,,
hV,hA,hJe,S,C,hC,,,,,,
hV,hA,hJe,S,C,P,,,,,,
hV,hA,hJe,S,C,hP,,,,,,
hV,hA,hJe,S,hC,P,,,,,,
hV,hA,hJe,S,hC,hP,,,,,,
hV,hA,hJe,S,P,hP,,,,,,
hV,hA,hJe,hS,C,hC,,,,,,
hV,hA,hJe,hS,C,P,,,,,,
hV,hA,hJe,hS,C,hP,,,,,,
hV,hA,hJe,hS,hC,P,,,,,,
hV,hA,hJe,hS,hC,hP,,,,,,
hV,hA,hJe,hS,P,hP,,,,,,
hV,hA,hJe,C,hC,P,,,,,,
hV,hA,hJe,C,hC,hP,,,,,,
hV,hA,hJe,C,P,hP,,,,,,
hV,hA,hJe,hC,P,hP,,,,,,
hV,hA,S,hS,C,hC,,,,,,
hV,hA,S,hS,C,P,,,,,,
hV,hA,S,hS,C,hP,,,,,,
hV,hA,S,hS,hC,P,,,,,,
hV,hA,S,hS,hC,hP,,,,,,
hV,hA,S,hS,P,hP,,,,,,
hV,hA,S,C,hC,P,,,,,,
hV,hA,S,C,hC,hP,,,,,,
hV,hA,S,C,P,hP,,,,,,
hV,hA,S,hC,P,hP,,,,,,
hV,hA,hS,C,hC,P,,,,,,
hV,hA,hS,C,hC,hP,,,,,,
hV,hA,hS,C,P,hP,,,,,,
hV,hA,hS,hC,P,hP,,,,,,
hV,hA,C,hC,P,hP,,,,,,
hV,Je,hJe,S,hS,C,,,,,,
hV,Je,hJe,S,hS,hC,,,,,,
hV,Je,hJe,S,hS,P,,,,,,
hV,Je,hJe,S,hS,hP,,,,,,
hV,Je,hJe,S,C,hC,,,,,,
hV,Je,hJe,S,C,P,,,,,,
hV,Je,hJe,S,C,hP,,,,,,
hV,Je,hJe,S,hC,P,,,,,,
hV,Je,hJe,S,hC,hP,,,,,,
hV,Je,hJe,S,P,hP,,,,,,
hV,Je,hJe,hS,C,hC,,,,,,
hV,Je,hJe,hS,C,P,,,,,,
hV,Je,hJe,hS,C,hP,,,,,,
hV,Je,hJe,hS,hC,P,,,,,,
hV,Je,hJe,hS,hC,hP,,,,,,
hV,Je,hJe,hS,P,hP,,,,,,
hV,Je,hJe,C,hC,P,,,,,,
hV,Je,hJe,C,hC,hP,,,,,,
hV,Je,hJe,C,P,hP,,,,,,
hV,Je,hJe,hC,P,hP,,,,,,
hV,Je,S,hS,C,hC,,,,,,
hV,Je,S,hS,C,P,,,,,,
hV,Je,S,hS,C,hP,,,,,,
hV,Je,S,hS,hC,P,,,,,,
hV,Je,S,hS,hC,hP,,,,,,
hV,Je,S,hS,P,hP,,,,,,
hV,Je,S,C,hC,P,,,,,,
hV,Je,S,C,hC,hP,,,,,,
hV,Je,S,C,P,hP,,,,,,
hV,Je,S,hC,P,hP,,,,,,
hV,Je,hS,C,hC,P,,,,,,
hV,Je,hS,C,hC,hP,,,,,,
hV,Je,hS,C,P,hP,,,,,,
hV,Je,hS,hC,P,hP,,,,,,
hV,Je,C,hC,P,hP,,,,,,
hV,hJe,S,hS,C,hC,,,,,,
hV,hJe,S,hS,C,P,,,,,,
hV,hJe,S,hS,C,hP,,,,,,
hV,hJe,S,hS,hC,P,,,,,,
hV,hJe,S,hS,hC,hP,,,,,,
hV,hJe,S,hS,P,hP,,,,,,
hV,hJe,S,C,hC,P,,,,,,
hV,hJe,S,C,hC,hP,,,,,,
hV,hJe,S,C,P,hP,,,,,,
hV,hJe,S,hC,P,hP,,,,,,
hV,hJe,hS,C,hC,P,,,,,,
hV,hJe,hS,C,hC,hP,,,,,,
hV,hJe,hS,C,P,hP,,,,,,
hV,hJe,hS,hC,P,hP,,,,,,
hV,hJe,C,hC,P,hP,,,,,,
hV,S,hS,C,hC,P,,,,,,
hV,S,hS,C,hC,hP,,,,,,
hV,S,hS,C,P,hP,,,,,,
hV,S,hS,hC,P,hP,,,,,,
hV,S,C,hC,P,hP,,,,,,
hV,hS,C,hC,P,hP,,,,,,
A,hA,Je,hJe,S,hS,,,,,,
A,hA,Je,hJe,S,C,,,,,,
A,hA,Je,hJe,S,hC,,,,,,
A,hA,Je,hJe,S,P,,,,,,
A,hA,Je,hJe,S,hP,,,,,,
A,hA,Je,hJe,hS,C,,,,,,
A,hA,Je,hJe,hS,hC,,,,,,
A,hA,Je,hJe,hS,P,,,,,,
A,hA,Je,hJe,hS,hP,,,,,,
A,hA,Je,hJe,C,hC,,,,,,
A,hA,Je,hJe,C,P,,,,,,
A,hA,Je,hJe,C,hP,,,,,,
A,hA,Je,hJe,hC,P,,,,,,
A,hA,Je,hJe,hC,hP,,,,,,
A,hA,Je,hJe,P,hP,,,,,,
A,hA,Je,S,hS,C,,,,,,
A,hA,Je,S,hS,hC,,,,,,
A,hA,Je,S,hS,P,,,,,,
A,hA,Je,S,hS,hP,,,,,,
A,hA,Je,S,C,hC,,,,,,
A,hA,Je,S,C,P,,,,,,
A,hA,Je,S,C,hP,,,,,,
A,hA,Je,S,hC,P,,,,,,
A,hA,Je,S,hC,hP,,,,,,
A,hA,Je,S,P,hP,,,,,,
A,hA,Je,hS,C,hC,,,,,,
A,hA,Je,hS,C,P,,,,,,
A,hA,Je,hS,C,hP,,,,,,
A,hA,Je,hS,hC,P,,,,,,
A,hA,Je,hS,hC,hP,,,,,,
A,hA,Je,hS,P,hP,,,,,,
A,hA,Je,C,hC,P,,,,,,
A,hA,Je,C,hC,hP,,,,,,
A,hA,Je,C,P,hP,,,,,,
A,hA,Je,hC,P,hP,,,,,,
A,hA,hJe,S,hS,C,,,,,,
A,hA,hJe,S,hS,hC,,,,,,
A,hA,hJe,S,hS,P,,,,,,
A,hA,hJe,S,hS,hP,,,,,,
A,hA,hJe,S,C,hC,,,,,,
A,hA,hJe,S,C,P,,,,,,
A,hA,hJe,S,C,hP,,,,,,
A,hA,hJe,S,hC,P,,,,,,
A,hA,hJe,S,hC,hP,,,,,,
A,hA,hJe,S,P,hP,,,,,,
A,hA,hJe,hS,C,hC,,,,,,
A,hA,hJe,hS,C,P,,,,,,
A,hA,hJe,hS,C,hP,,,,,,
A,hA,hJe,hS,hC,P,,,,,,
A,hA,hJe,hS,hC,hP,,,,,,
A,hA,hJe,hS,P,hP,,,,,,
A,hA,hJe,C,hC,P,,,,,,
A,hA,hJe,C,hC,hP,,,,,,
A,hA,hJe,C,P,hP,,,,,,
A,hA,hJe,hC,P,hP,,,,,,
A,hA,S,hS,C,hC,,,,,,
A,hA,S,hS,C,P,,,,,,
A,hA,S,hS,C,hP,,,,,,
A,hA,S,hS,hC,P,,,,,,
A,hA,S,hS,hC,hP,,,,,,
A,hA,S,hS,P,hP,,,,,,
A,hA,S,C,hC,P,,,,,,
A,hA,S,C,hC,hP,,,,,,
A,hA,S,C,P,hP,,,,,,
A,hA,S,hC,P,hP,,,,,,
A,hA,hS,C,hC,P,,,,,,
A,hA,hS,C,hC,hP,,,,,,
A,hA,hS,C,P,hP,,,,,,
A,hA,hS,hC,P,hP,,,,,,
A,hA,C,hC,P,hP,,,,,,
A,Je,hJe,S,hS,C,,,,,,
A,Je,hJe,S,hS,hC,,,,,,
A,Je,hJe,S,hS,P,,,,,,
A,Je,hJe,S,hS,hP,,,,,,
A,Je,hJe,S,C,hC,,,,,,
A,Je,hJe,S,C,P,,,,,,
A,Je,hJe,S,C,hP,,,,,,
A,Je,hJe,S,hC,P,,,,,,
A,Je,hJe,S,hC,hP,,,,,,
A,Je,hJe,S,P,hP,,,,,,
A,Je,hJe,hS,C,hC,,,,,,
A,Je,hJe,hS,C,P,,,,,,
A,Je,hJe,hS,C,hP,,,,,,
A,Je,hJe,hS,hC,P,,,,,,
A,Je,hJe,hS,hC,hP,,,,,,
A,Je,hJe,hS,P,hP,,,,,,
A,Je,hJe,C,hC,P,,,,,,
A,Je,hJe,C,hC,hP,,,,,,
A,Je,hJe,C,P,hP,,,,,,
A,Je,hJe,hC,P,hP,,,,,,
A,Je,S,hS,C,hC,,,,,,
A,Je,S,hS,C,P,,,,,,
A,Je,S,hS,C,hP,,,,,,
A,Je,S,hS,hC,P,,,,,,
A,Je,S,hS,hC,hP,,,,,,
A,Je,S,hS,P,hP,,,,,,
A,Je,S,C,hC,P,,,,,,
A,Je,S,C,hC,hP,,,,,,
A,Je,S,C,P,hP,,,,,,
A,Je,S,hC,P,hP,,,,,,
A,Je,hS,C,hC,P,,,,,,
A,Je,hS,C,hC,hP,,,,,,
A,Je,hS,C,P,hP,,,,,,
A,Je,hS,hC,P,hP,,,,,,
A,Je,C,hC,P,hP,,,,,,
A,hJe,S,hS,C,hC,,,,,,
A,hJe,S,hS,C,P,,,,,,
A,hJe,S,hS,C,hP,,,,,,
A,hJe,S,hS,hC,P,,,,,,
A,hJe,S,hS,hC,hP,,,,,,
A,hJe,S,hS,P,hP,,,,,,
A,hJe,S,C,hC,P,,,,,,
A,hJe,S,C,hC,hP,,,,,,
A,hJe,S,C,P,hP,,,,,,
A,hJe,S,hC,P,hP,,,,,,
A,hJe,hS,C,hC,P,,,,,,
A,hJe,hS,C,hC,hP,,,,,,
A,hJe,hS,C,P,hP,,,,,,
A,hJe,hS,hC,P,hP,,,,,,
A,hJe,C,hC,P,hP,,,,,,
A,S,hS,C,hC,P,,,,,,
A,S,hS,C,hC,hP,,,,,,
A,S,hS,C,P,hP,,,,,,
A,S,hS,hC,P,hP,,,,,,
A,S,C,hC,P,hP,,,,,,
A,hS,C,hC,P,hP,,,,,,
hA,Je,hJe,S,hS,C,,,,,,
hA,Je,hJe,S,hS,hC,,,,,,
hA,Je,hJe,S,hS,P,,,,,,
hA,Je,hJe,S,hS,hP,,,,,,
hA,Je,hJe,S,C,hC,,,,,,
hA,Je,hJe,S,C,P,,,,,,
hA,Je,hJe,S,C,hP,,,,,,
hA,Je,hJe,S,hC,P,,,,,,
hA,Je,hJe,S,hC,hP,,,,,,
hA,Je,hJe,S,P,hP,,,,,,
hA,Je,hJe,hS,C,hC,,,,,,
hA,Je,hJe,hS,C,P,,,,,,
hA,Je,hJe,hS,C,hP,,,,,,
hA,Je,hJe,hS,hC,P,,,,,,
hA,Je,hJe,hS,hC,hP,,,,,,
hA,Je,hJe,hS,P,hP,,,,,,
hA,Je,hJe,C,hC,P,,,,,,
hA,Je,hJe,C,hC,hP,,,,,,
hA,Je,hJe,C,P,hP,,,,,,
hA,Je,hJe,hC,P,hP,,,,,,
hA,Je,S,hS,C,hC,,,,,,
hA,Je,S,hS,C,P,,,,,,
hA,Je,S,hS,C,hP,,,,,,
hA,Je,S,hS,hC,P,,,,,,
hA,Je,S,hS,hC,hP,,,,,,
hA,Je,S,hS,P,hP,,,,,,
hA,Je,S,C,hC,P,,,,,,
hA,Je,S,C,hC,hP,,,,,,
hA,Je,S,C,P,hP,,,,,,
hA,Je,S,hC,P,hP,,,,,,
hA,Je,hS,C,hC,P,,,,,,
hA,Je,hS,C,hC,hP,,,,,,
hA,Je,hS,C,P,hP,,,,,,
hA,Je,hS,hC,P,hP,,,,,,
hA,Je,C,hC,P,hP,,,,,,
hA,hJe,S,hS,C,hC,,,,,,
hA,hJe,S,hS,C,P,,,,,,
hA,hJe,S,hS,C,hP,,,,,,
hA,hJe,S,hS,hC,P,,,,,,
hA,hJe,S,hS,hC,hP,,,,,,
hA,hJe,S,hS,P,hP,,,,,,
hA,hJe,S,C,hC,P,,,,,,
hA,hJe,S,C,hC,hP,,,,,,
hA,hJe,S,C,P,hP,,,,,,
hA,hJe,S,hC,P,hP,,,,,,
hA,hJe,hS,C,hC,P,,,,,,
hA,hJe,hS,C,hC,hP,,,,,,
hA,hJe,hS,C,P,hP,,,,,,
hA,hJe,hS,hC,P,hP,,,,,,
hA,hJe,C,hC,P,hP,,,,,,
hA,S,hS,C,hC,P,,,,,,
hA,S,hS,C,hC,hP,,,,,,
hA,S,hS,C,P,hP,,,,,,
hA,S,hS,hC,P,hP,,,,,,
hA,S,C,hC,P,hP,,,,,,
hA,hS,C,hC,P,hP,,,,,,
Je,hJe,S,hS,C,hC,,,,,,
Je,hJe,S,hS,C,P,,,,,,
Je,hJe,S,hS,C,hP,,,,,,
Je,hJe,S,hS,hC,P,,,,,,
Je,hJe,S,hS,hC,hP,,,,,,
Je,hJe,S,hS,P,hP,,,,,,
Je,hJe,S,C,hC,P,,,,,,
Je,hJe,S,C,hC,hP,,,,,,
Je,hJe,S,C,P,hP,,,,,,
Je,hJe,S,hC,P,hP,,,,,,
Je,hJe,hS,C,hC,P,,,,,,
Je,hJe,hS,C,hC,hP,,,,,,
Je,hJe,hS,C,P,hP,,,,,,
Je,hJe,hS,hC,P,hP,,,,,,
Je,hJe,C,hC,P,hP,,,,,,
Je,S,hS,C,hC,P,,,,,,
Je,S,hS,C,hC,hP,,,,,,
Je,S,hS,C,P,hP,,,,,,
Je,S,hS,hC,P,hP,,,,,,
Je,S,C,hC,P,hP,,,,,,
Je,hS,C,hC,P,hP,,,,,,
hJe,S,hS,C,hC,P,,,,,,
hJe,S,hS,C,hC,hP,,,,,,
hJe,S,hS,C,P,hP,,,,,,
hJe,S,hS,hC,P,hP,,,,,,
hJe,S,C,hC,P,hP,,,,,,
hJe,hS,C,hC,P,hP,,,,,,
S,hS,C,hC,P,hP,,,,,,
V,hV,A,hA,Je,hJe,S,,,,,
V,hV,A,hA,Je,hJe,hS,,,,,
V,hV,A,hA,Je,hJe,C,,,,,
V,hV,A,hA,Je,hJe,hC,,,,,
V,hV,A,hA,Je,hJe,P,,,,,
V,hV,A,hA,Je,hJe,hP,,,,,
V,hV,A,hA,Je,S,hS,,,,,
V,hV,A,hA,Je,S,C,,,,,
V,hV,A,hA,Je,S,hC,,,,,
V,hV,A,hA,Je,S,P,,,,,
V,hV,A,hA,Je,S,hP,,,,,
V,hV,A,hA,Je,hS,C,,,,,
V,hV,A,hA,Je,hS,hC,,,,,
V,hV,A,hA,Je,hS,P,,,,,
V,hV,A,hA,Je,hS,hP,,,,,
V,hV,A,hA,Je,C,hC,,,,,
V,hV,A,hA,Je,C,P,,,,,
V,hV,A,hA,Je,C,hP,,,,,
V,hV,A,hA,Je,hC,P,,,,,
V,hV,A,hA,Je,hC,hP,,,,,
V,hV,A,hA,Je,P,hP,,,,,
V,hV,A,hA,hJe,S,hS,,,,,
V,hV,A,hA,hJe,S,C,,,,,
V,hV,A,hA,hJe,S,hC,,,,,
V,hV,A,hA,hJe,S,P,,,,,
V,hV,A,hA,hJe,S,hP,,,,,
V,hV,A,hA,hJe,hS,C,,,,,
V,hV,A,hA,hJe,hS,hC,,,,,
V,hV,A,hA,hJe,hS,P,,,,,
V,hV,A,hA,hJe,hS,hP,,,,,
V,hV,A,hA,hJe,C,hC,,,,,
V,hV,A,hA,hJe,C,P,,,,,
V,hV,A,hA,hJe,C,hP,,,,,
V,hV,A,hA,hJe,hC,P,,,,,
V,hV,A,hA,hJe,hC,hP,,,,,
V,hV,A,hA,hJe,P,hP,,,,,
V,hV,A,hA,S,hS,C,,,,,
V,hV,A,hA,S,hS,hC,,,,,
V,hV,A,hA,S,hS,P,,,,,
V,hV,A,hA,S,hS,hP,,,,,
V,hV,A,hA,S,C,hC,,,,,
V,hV,A,hA,S,C,P,,,,,
V,hV,A,hA,S,C,hP,,,,,
V,hV,A,hA,S,hC,P,,,,,
V,hV,A,hA,S,hC,hP,,,,,
V,hV,A,hA,S,P,hP,,,,,
V,hV,A,hA,hS,C,hC,,,,,
V,hV,A,hA,hS,C,P,,,,,
V,hV,A,hA,hS,C,hP,,,,,
V,hV,A,hA,hS,hC,P,,,,,
V,hV,A,hA,hS,hC,hP,,,,,
V,hV,A,hA,hS,P,hP,,,,,
V,hV,A,hA,C,hC,P,,,,,
V,hV,A,hA,C,hC,hP,,,,,
V,hV,A,hA,C,P,hP,,,,,
V,hV,A,hA,hC,P,hP,,,,,
V,hV,A,Je,hJe,S,hS,,,,,
V,hV,A,Je,hJe,S,C,,,,,
V,hV,A,Je,hJe,S,hC,,,,,
V,hV,A,Je,hJe,S,P,,,,,
V,hV,A,Je,hJe,S,hP,,,,,
V,hV,A,Je,hJe,hS,C,,,,,
V,hV,A,Je,hJe,hS,hC,,,,,
V,hV,A,Je,hJe,hS,P,,,,,
V,hV,A,Je,hJe,hS,hP,,,,,
V,hV,A,Je,hJe,C,hC,,,,,
V,hV,A,Je,hJe,C,P,,,,,
V,hV,A,Je,hJe,C,hP,,,,,
V,hV,A,Je,hJe,hC,P,,,,,
V,hV,A,Je,hJe,hC,hP,,,,,
V,hV,A,Je,hJe,P,hP,,,,,
V,hV,A,Je,S,hS,C,,,,,
V,hV,A,Je,S,hS,hC,,,,,
V,hV,A,Je,S,hS,P,,,,,
V,hV,A,Je,S,hS,hP,,,,,
V,hV,A,Je,S,C,hC,,,,,
V,hV,A,Je,S,C,P,,,,,
V,hV,A,Je,S,C,hP,,,,,
V,hV,A,Je,S,hC,P,,,,,
V,hV,A,Je,S,hC,hP,,,,,
V,hV,A,Je,S,P,hP,,,,,
V,hV,A,Je,hS,C,hC,,,,,
V,hV,A,Je,hS,C,P,,,,,
V,hV,A,Je,hS,C,hP,,,,,
V,hV,A,Je,hS,hC,P,,,,,
V,hV,A,Je,hS,hC,hP,,,,,
V,hV,A,Je,hS,P,hP,,,,,
V,hV,A,Je,C,hC,P,,,,,
V,hV,A,Je,C,hC,hP,,,,,
V,hV,A,Je,C,P,hP,,,,,
V,hV,A,Je,hC,P,hP,,,,,
V,hV,A,hJe,S,hS,C,,,,,
V,hV,A,hJe,S,hS,hC,,,,,
V,hV,A,hJe,S,hS,P,,,,,
V,hV,A,hJe,S,hS,hP,,,,,
V,hV,A,hJe,S,C,hC,,,,,
V,hV,A,hJe,S,C,P,,,,,
V,hV,A,hJe,S,C,hP,,,,,
V,hV,A,hJe,S,hC,P,,,,,
V,hV,A,hJe,S,hC,hP,,,,,
V,hV,A,hJe,S,P,hP,,,,,
V,hV,A,hJe,hS,C,hC,,,,,
V,hV,A,hJe,hS,C,P,,,,,
V,hV,A,hJe,hS,C,hP,,,,,
V,hV,A,hJe,hS,hC,P,,,,,
V,hV,A,hJe,hS,hC,hP,,,,,
V,hV,A,hJe,hS,P,hP,,,,,
V,hV,A,hJe,C,hC,P,,,,,
V,hV,A,hJe,C,hC,hP,,,,,
V,hV,A,hJe,C,P,hP,,,,,
V,hV,A,hJe,hC,P,hP,,,,,
V,hV,A,S,hS,C,hC,,,,,
V,hV,A,S,hS,C,P,,,,,
V,hV,A,S,hS,C,hP,,,,,
V,hV,A,S,hS,hC,P,,,,,
V,hV,A,S,hS,hC,hP,,,,,
V,hV,A,S,hS,P,hP,,,,,
V,hV,A,S,C,hC,P,,,,,
V,hV,A,S,C,hC,hP,,,,,
V,hV,A,S,C,P,hP,,,,,
V,hV,A,S,hC,P,hP,,,,,
V,hV,A,hS,C,hC,P,,,,,
V,hV,A,hS,C,hC,hP,,,,,
V,hV,A,hS,C,P,hP,,,,,
V,hV,A,hS,hC,P,hP,,,,,
V,hV,A,C,hC,P,hP,,,,,
V,hV,hA,Je,hJe,S,hS,,,,,
V,hV,hA,Je,hJe,S,C,,,,,
V,hV,hA,Je,hJe,S,hC,,,,,
V,hV,hA,Je,hJe,S,P,,,,,
V,hV,hA,Je,hJe,S,hP,,,,,
V,hV,hA,Je,hJe,hS,C,,,,,
V,hV,hA,Je,hJe,hS,hC,,,,,
V,hV,hA,Je,hJe,hS,P,,,,,
V,hV,hA,Je,hJe,hS,hP,,,,,
V,hV,hA,Je,hJe,C,hC,,,,,
V,hV,hA,Je,hJe,C,P,,,,,
V,hV,hA,Je,hJe,C,hP,,,,,
V,hV,hA,Je,hJe,hC,P,,,,,
V,hV,hA,Je,hJe,hC,hP,,,,,
V,hV,hA,Je,hJe,P,hP,,,,,
V,hV,hA,Je,S,hS,C,,,,,
V,hV,hA,Je,S,hS,hC,,,,,
V,hV,hA,Je,S,hS,P,,,,,
V,hV,hA,Je,S,hS,hP,,,,,
V,hV,hA,Je,S,C,hC,,,,,
V,hV,hA,Je,S,C,P,,,,,
V,hV,hA,Je,S,C,hP,,,,,
V,hV,hA,Je,S,hC,P,,,,,
V,hV,hA,Je,S,hC,hP,,,,,
V,hV,hA,Je,S,P,hP,,,,,
V,hV,hA,Je,hS,C,hC,,,,,
V,hV,hA,Je,hS,C,P,,,,,
V,hV,hA,Je,hS,C,hP,,,,,
V,hV,hA,Je,hS,hC,P,,,,,
V,hV,hA,Je,hS,hC,hP,,,,,
V,hV,hA,Je,hS,P,hP,,,,,
V,hV,hA,Je,C,hC,P,,,,,
V,hV,hA,Je,C,hC,hP,,,,,
V,hV,hA,Je,C,P,hP,,,,,
V,hV,hA,Je,hC,P,hP,,,,,
V,hV,hA,hJe,S,hS,C,,,,,
V,hV,hA,hJe,S,hS,hC,,,,,
V,hV,hA,hJe,S,hS,P,,,,,
V,hV,hA,hJe,S,hS,hP,,,,,
V,hV,hA,hJe,S,C,hC,,,,,
V,hV,hA,hJe,S,C,P,,,,,
V,hV,hA,hJe,S,C,hP,,,,,
V,hV,hA,hJe,S,hC,P,,,,,
V,hV,hA,hJe,S,hC,hP,,,,,
V,hV,hA,hJe,S,P,hP,,,,,
V,hV,hA,hJe,hS,C,hC,,,,,
V,hV,hA,hJe,hS,C,P,,,,,
V,hV,hA,hJe,hS,C,hP,,,,,
V,hV,hA,hJe,hS,hC,P,,,,,
V,hV,hA,hJe,hS,hC,hP,,,,,
V,hV,hA,hJe,hS,P,hP,,,,,
V,hV,hA,hJe,C,hC,P,,,,,
V,hV,hA,hJe,C,hC,hP,,,,,
V,hV,hA,hJe,C,P,hP,,,,,
V,hV,hA,hJe,hC,P,hP,,,,,
V,hV,hA,S,hS,C,hC,,,,,
V,hV,hA,S,hS,C,P,,,,,
V,hV,hA,S,hS,C,hP,,,,,
V,hV,hA,S,hS,hC,P,,,,,
V,hV,hA,S,hS,hC,hP,,,,,
V,hV,hA,S,hS,P,hP,,,,,
V,hV,hA,S,C,hC,P,,,,,
V,hV,hA,S,C,hC,hP,,,,,
V,hV,hA,S,C,P,hP,,,,,
V,hV,hA,S,hC,P,hP,,,,,
V,hV,hA,hS,C,hC,P,,,,,
V,hV,hA,hS,C,hC,hP,,,,,
V,hV,hA,hS,C,P,hP,,,,,
V,hV,hA,hS,hC,P,hP,,,,,
V,hV,hA,C,hC,P,hP,,,,,
V,hV,Je,hJe,S,hS,C,,,,,
V,hV,Je,hJe,S,hS,hC,,,,,
V,hV,Je,hJe,S,hS,P,,,,,
V,hV,Je,hJe,S,hS,hP,,,,,
V,hV,Je,hJe,S,C,hC,,,,,
V,hV,Je,hJe,S,C,P,,,,,
V,hV,Je,hJe,S,C,hP,,,,,
V,hV,Je,hJe,S,hC,P,,,,,
V,hV,Je,hJe,S,hC,hP,,,,,
V,hV,Je,hJe,S,P,hP,,,,,
V,hV,Je,hJe,hS,C,hC,,,,,
V,hV,Je,hJe,hS,C,P,,,,,
V,hV,Je,hJe,hS,C,hP,,,,,
V,hV,Je,hJe,hS,hC,P,,,,,
V,hV,Je,hJe,hS,hC,hP,,,,,
V,hV,Je,hJe,hS,P,hP,,,,,
V,hV,Je,hJe,C,hC,P,,,,,
V,hV,Je,hJe,C,hC,hP,,,,,
V,hV,Je,hJe,C,P,hP,,,,,
V,hV,Je,hJe,hC,P,hP,,,,,
V,hV,Je,S,hS,C,hC,,,,,
V,hV,Je,S,hS,C,P,,,,,
V,hV,Je,S,hS,C,hP,,,,,
V,hV,Je,S,hS,hC,P,,,,,
V,hV,Je,S,hS,hC,hP,,,,,
